,CASE_NUMBER,HREF,YEAR,DATE,TIME,COUNTRY,AREA,LOCATION,SPECIES,PROVOCATION,ACTIVITY,SEX,AGE,FATAL_YN,BODY_AREA_ATTACKED,TYPE_OF_INJURY
102,2016.01.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf,2016,02-Jan-16,late morning,AUSTRALIA,Queensland,Miall Island,3 m shark,Unprovoked,spearfishing,M,25-34,N,lower limbs,lacerations
103,2015.12.26,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf,2015,26-Dec-15,morning,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,"White shark, 3 m",Boat,in row boat,M,NOT AVAILABLE,N,no injury,no injury
104,2015.12.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf,2015,25-Dec-15,NOT AVAILABLE,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria","Silky shark, 6.5'",Unprovoked,swimming,F,35-44,N,upper limbs,lacerations
105,2015.12.22,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf,2015,22-Dec-15,morning,USA,Hawaii,La'aloa Beach Park,9' shark,Unprovoked,paddle boarding,M,65-74,N,no injury,bite
106,2015.12.21.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf,2015,21-Dec-15,early morning,AUSTRALIA,New South Wales,Bondi Beach,"Bronze whaler shark, 6'",Unprovoked,surfing,M,35-44,N,no injury,no injury
107,2015.12.21.a,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf,2015,21-Dec-15,NOT AVAILABLE,BRAZIL,Pernambuco,Fernano de Noronha,"Tiger shark, 1.5 m",Unprovoked,scuba diving,M,25-34,N,upper limbs,NOT AVAILABLE
108,2015.12.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.19-Aruba.pdf,2015,19-Dec-15,NOT AVAILABLE,ARUBA,NOT AVAILABLE,Boat capsized,NOT AVAILABLE,Unprovoked,sea disaster,M,55-64,Y,NOT AVAILABLE,NOT AVAILABLE
109,2015.12.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf,2015,13-Dec-15,morning,AUSTRALIA,New South Wales,Lake Macquarie,"White shark, 3.5 m",Boat,fishing,NOT AVAILABLE,NOT AVAILABLE,N,no injury,bite
110,2015.12.11,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11-Pinder.pdf,2015,11-Dec-15,NOT AVAILABLE,BAHAMAS,NOT AVAILABLE,Off Andros Island,Bull shark,Unprovoked,lobster fishing,M,25-34,N,lower limbs,bite
111,2015.12.08,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf,2015,08-Dec-15,morning,SOUTH AFRICA,Eastern Cape Province,Mpande,NOT AVAILABLE,Unprovoked,swimming / wading,F,18-24,N,upper limbs,lacerations
112,2015.11.16,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf,2015,16-Nov-15,afternoon,USA,Florida,"Playalinda Beach, Brevard County",NOT AVAILABLE,Unprovoked,surfing,M,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
113,2015.11.15.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-PalmBeach.pdf,2015,15-Nov-15,morning,USA,Florida,"Palm Beach, Palm Beach County",NOT AVAILABLE,Unprovoked,swimming,F,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
114,2015.11.15.a,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf,2015,15-Nov-15,NOT AVAILABLE,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County","Spinner shark, 7'",Unprovoked,surfing,M,25-34,N,upper limbs,lacerations
115,2015.11.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf,2015,10-Nov-15,evening,AUSTRALIA,New South Wales,East Ballina,"Bull shark, 2.8 to 3.1 m",Unprovoked,surfing,M,18-24,N,lower limbs,NOT AVAILABLE
116,2015.12.23,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf,2015,07-Nov-15,late morning,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Shark involvement not confirmed,Invalid,surfing,F,under 12,N,lower limbs,NOT AVAILABLE
117,2015.11.03,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf,2015,03-Nov-15,late morning,USA,Hawaii,"Kehena Beach, Hawaii",NOT AVAILABLE,Unprovoked,swimming,M,45-54,N,lower limbs,lacerations
118,2015.11.01.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf,2015,01-Nov-15,afternoon,USA,Florida,"Cocoa Beach, Brevard  County",3' to 5' shark,Unprovoked,wading,F,25-34,N,lower limbs,NOT AVAILABLE
119,2015.11.01.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf,2015,01-Nov-15,night,MOZAMBIQUE,Inhambane Province,Maxixe,NOT AVAILABLE,Unprovoked,fishing,M,18-24,N,upper limbs,NOT AVAILABLE
120,2015.10.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf,2015,30-Oct-15,NOT AVAILABLE,AUSTRALIA,Western Australia,Bald Island,NOT AVAILABLE,Unprovoked,spearfishing,M,45-54,N,NOT AVAILABLE,NOT AVAILABLE
121,2015.10.28.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf,2015,28-Oct-15,afternoon,USA,Hawaii,"Malaka, Oahu",NOT AVAILABLE,Unprovoked,body boarding,M,under 12,N,lower limbs,lacerations
122,2015.10.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf,2015,25-Oct-15,afternoon,SOUTH AFRICA,Western Cape Province,Stil Bay,"White shark, 3 to 3.5m",Unprovoked,surfing,M,35-44,N,lower limbs,lacerations
123,2015.10.21,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf,2015,21-Oct-15,afternoon,USA,Florida,"Playalinda Beach, Brevard County",5' shark,Unprovoked,surfing,M,18-24,N,upper limbs,lacerations
124,2015.10.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.19-Kirn.pdf,2015,19-Oct-15,afternoon,USA,Florida,"Deerfield Beach, Broward County","Spinner shark, 5'",Unprovoked,surfing,M,18-24,N,lower limbs,bite
125,2015.10.17.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.c-Cavel.pdf,2015,17-Oct-15,NOT AVAILABLE,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",NOT AVAILABLE,Unprovoked,fishing,F,35-44,Y,NOT AVAILABLE,NOT AVAILABLE
126,2015.10.17.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.b.-Hawaii. pdf,2015,17-Oct-15,evening,USA,Hawaii,"Waikiki,",No shark involvement,Invalid,surfing,M,25-34,N,lower limbs,bite
127,2015.10.17.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.a-Lee.pdf,2015,17-Oct-15,late morning,USA,Hawaii,"Lanikai Beach, Kailua, Oahu","Tiger shark, 7'",Unprovoked,swimming,M,35-44,N,lower limbs,NOT AVAILABLE
128,2015.10.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.13-Pavacich-kayak.pdf,2015,13-Oct-15,late morning,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Hammerhead sp.,Boat,in row boat,M,NOT AVAILABLE,N,no injury,no injury
129,2015.10.09.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.b-Kershner.pdf,2015,09-Oct-15,afternoon,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",NOT AVAILABLE,Unprovoked,body surfing,F,under 12,N,upper limbs,lacerations
130,2015.10.09.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.a-Cook.pdf,2015,09-Oct-15,morning,USA,Hawaii,"Leftovers, Oahu","Tiger shark, 13'",Unprovoked,surfing,M,25-34,N,lower limbs,severed body part
131,2015.10.08,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.08-Rafael.pdf,2015,08-Oct-15,NOT AVAILABLE,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",NOT AVAILABLE,Unprovoked,fishing,M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
132,2015.10.07,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf,2015,07-Oct-15,afternoon,AUSTRALIA,Western Australia,Pyramids Beach,NOT AVAILABLE,Unprovoked,surfing,M,18-24,N,lower limbs,NOT AVAILABLE
133,2015.10.05.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.b-FtPierce.pdf,2015,05-Oct-15,afternoon,USA,Florida,"Pepper Park Beach, St. Lucie County",NOT AVAILABLE,Unprovoked,body boarding,M,18-24,N,lower limbs,lacerations
134,2015.10.05.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05-Slaughter.pdf,2015,05-Oct-15,morning,USA,Texas,Galveston,4' to 5' shark,Unprovoked,wading,M,12-17,N,lower limbs,bite
135,2015.10.04,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.04-Tarasovic.pdf,2015,04-Oct-15,morning,USA,Florida,"New Smyrna Beach, Volusia County","Blacktip shark, 4' to 5'",Unprovoked,surfing,M,12-17,N,upper limbs,lacerations
136,2015.09.29,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.29-Morrison.pdf,2015,29-Sep-15,afternoon,USA,Florida,"Vilano Beach, St.  Johns County","Blacktip shark, 5' to 6'",Unprovoked,surfing,M,18-24,N,lower limbs,lacerations
137,2015.09.26,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf,2015,26-Sep-15,afternoon,AUSTRALIA,Queensland,"Russel Island, Frankland Group",NOT AVAILABLE,Unprovoked,snorkelling,F,under 12,N,lower limbs,lacerations
138,2015.09.24,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.24-Kenney.pdf,2015,24-Sep-15,morning,USA,California,"Horseshoe Rock, Santa Barbara County","White shark, 19'",Unprovoked,in row boat,M,NOT AVAILABLE,N,no injury,no injury
139,2015.09.20.d,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.d-NSB.pdf,2015,20-Sep-15,afternoon,USA,Florida,"New Smyrna Beach, Volusia County",juvenile shark,Unprovoked,surfing,M,12-17,N,lower limbs,NOT AVAILABLE
140,2015.09.20.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.c-Braxton.pdf,2015,20-Sep-15,afternoon,USA,Hawaii,"Upolu Point, North Kohala, Big Island","Tiger shark, 13'",Unprovoked,spearfishing,M,25-34,N,lower limbs,lacerations
141,2015.09.20.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.b-Bitner.pdf,2015,20-Sep-15,late morning,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",4' shark,Unprovoked,wading,M,12-17,N,lower limbs,NOT AVAILABLE
142,2015.09.20.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.a-Schiavo.pdf,2015,20-Sep-15,early morning,USA,Florida,"Vilano Beach, St.  Johns County",NOT AVAILABLE,Unprovoked,photographing fish,M,12-17,N,upper limbs,NOT AVAILABLE
143,2015.09.18,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.18-Vergenz.pdf,2015,18-Sep-15,evening,USA,Florida,"Big Talbot Island, Duval County",NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,N,lower limbs,lacerations
144,2015.09.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.17-Liebetrau.pdf,2015,17-Sep-15,afternoon,USA,Florida,"Jacksonville Beach, Duval County",NOT AVAILABLE,Unprovoked,surfing,M,18-24,N,lower limbs,NOT AVAILABLE
145,2015.09.08,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf,2015,08-Sep-15,early morning,AUSTRALIA,New South Wales,North Shelly Beach,6' shark,Unprovoked,surfing,M,35-44,N,upper limbs,lacerations
146,2015.09.06,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.06-Gennaro.pdf,2015,06-Sep-15,afternoon,USA,California,"El Pescador Beach, Los Angeles County","White shark, 11' to 12'",Unprovoked,stand up paddleboarding,F,45-54,N,no injury,no injury
147,2015.09.05,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.05-Marks.pdf,2015,05-Sep-15,afternoon,USA,California,"Deer Creek Beach, Ventura County",Hammerhead shark.,Provoked,in row boat,M,25-34,N,lower limbs,lacerations
148,2015.09.04,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf,2015,04-Sep-15,late morning,AUSTRALIA,New South Wales,Hallidays Point,"White shark, 2.5 m",Unprovoked,surfing,M,55-64,N,lower limbs,NOT AVAILABLE
149,2015.09.03,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.03-Wagner.pdf,2015,03-Sep-15,afternoon,USA,South Carolina,"Myrtle Beach, Horry County",4' shark?,Unprovoked,not available,M,NOT AVAILABLE,N,lower limbs,bite
150,2015.09.01,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.01-Neame.pdf,2015,01-Sep-15,morning,THAILAND,Phuket,Karon Beach,small shark,Unprovoked,wading,F,35-44,N,lower limbs,bite
151,2015.09.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.00-Lautiki.pdf,2015,Sep-15,NOT AVAILABLE,FIJI,NOT AVAILABLE,NOT AVAILABLE,Tiger shark,Unprovoked,spearfishing,M,NOT AVAILABLE,N,lower limbs,bite
152,2015.08.29.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.b-Dempsey.pdf,2015,29-Aug-15,morning,USA,California,"Morro Strand State Beach, San Luis Obispo County","White shark, 11' to 12'",Unprovoked,surfing,F,45-54,N,no injury,bite
153,2015.08.29.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.a-Phillips.pdf,2015,29-Aug-15,morning,USA,California,"Morro Bay, San Luis Obispo County","White shark, 10' to 12'",Unprovoked,surfing,M,18-24,N,lower limbs,no injury
154,2015.08.22.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.b-CocoaBeach.pdf,2015,22-Aug-15,evening,USA,Florida,"Cocoa Beach, Brevard  County",Shark involvement not confirmed,Invalid,not available,M,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
155,2015.08.22.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf,2015,22-Aug-15,afternoon,AUSTRALIA,New South Wales,Lighthouse Beach,NOT AVAILABLE,Unprovoked,surfing,M,35-44,N,lower limbs,lacerations
156,2015.08.20,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.20-Peyton.pdf,2015,20-Aug-15,late morning,USA,South Carolina,"Murrells Inlet, Georgetown County",4' shark,Unprovoked,surfing,M,12-17,N,lower limbs,NOT AVAILABLE
157,2015.08.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.19-Szsarmack,2015,19-Aug-15,afternoon,USA,Florida,"Jacksonville Beach, Duval County",3' shark,Unprovoked,wading,F,under 12,N,lower limbs,lacerations
158,2015.08.18.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.b-Lyon.pdf,2015,18-Aug-15,early morning,USA,California,Santa Barbara County,"White shark, 13'",Unprovoked,in row boat,M,18-24,N,no injury,bite
159,2015.08.18.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.a-Benidorm.pdf,2015,18-Aug-15,late morning,SPAIN,Alicante,"Poniente Beach, Benidorm",Shark involvement not confirmed,Invalid,swimming,M,under 12,N,NOT AVAILABLE,NOT AVAILABLE
160,2015.08.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.10-Shafer.pdf,2015,10-Aug-15,morning,USA,California,Cortes Bank,Hammerhead shark. 6' to 7',Provoked,spearfishing,M,55-64,N,upper limbs,bite
161,2015.07.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf,2015,31-Jul-15,early morning,AUSTRALIA,New South Wales,Evans Head,White shark,Unprovoked,surfing,M,45-54,N,lower limbs,lacerations
162,2015.07.26.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.b-Warrilow.pdf,2015,26-Jul-15,evening,USA,Florida,"Daytona Beach, Volusia County","Blacktip or spinner shark, 4'",Unprovoked,surfing,M,25-34,N,lower limbs,NOT AVAILABLE
163,2015.07.26.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.a-Edisto.pdf,2015,26-Jul-15,morning,USA,South Carolina,"Edisto Beach, Colleton County","Thought to involve a 3' to 4' shark, but shark involvement not confirmed",Invalid,floating,F,35-44,N,lower limbs,NOT AVAILABLE
164,2015.07.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.25-Johnson.pdf,2015,25-Jul-15,morning,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",White shark,Unprovoked,scallop diving on hookah,M,45-54,Y,NOT AVAILABLE,NOT AVAILABLE
165,2015.07.23.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.b-Lorber.pdf,2015,23-Jul-15,NOT AVAILABLE,USA,California,"La Jolla, San Diego County","Mako shark, 100-lb",Provoked,in row boat,M,25-34,N,no injury,bite
166,2015.07.23.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.a-Victoria.pdf,2015,23-Jul-15,NOT AVAILABLE,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,"Bronze whaler shark, 1.5m",Unprovoked,surfing,M,35-44,N,upper limbs,bite
167,2015.07.22,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.22-Arrieguy.pdf,2015,22-Jul-15,NOT AVAILABLE,REUNION,NOT AVAILABLE,St. Leu,"Bull shark, 2m",Unprovoked,surfing,M,45-54,N,upper limbs,bite
168,2015.07.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.19-Fanning.pdf,2015,19-Jul-15,NOT AVAILABLE,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,White shark,Unprovoked,surfing,M,25-34,N,no injury,no injury
169,2015.07-10,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.10-Miskin.pdf,2015,10-Jul-15,morning,USA,California,"Huntington Beach, Orange County","White shark, 7'",Unprovoked,surfing,M,35-44,N,no injury,no injury
170,2015.07.08,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.08-Finney.pdf,2015,08-Jul-15,NOT AVAILABLE,USA,California,"Huntington Beach, Orange County",Shark involvement not cofirmed,Invalid,swimming,M,35-44,N,NOT AVAILABLE,lacerations
171,2015.07.06,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.06-Termini.pdf,2015,06-Jul-15,NOT AVAILABLE,FRENCH POLYNESIA,Bora Bora,NOT AVAILABLE,No shark involvement,Invalid,swimming,M,NOT AVAILABLE,N,abdomen,bite
172,2015.07.04.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.04.b-Hester.pdf,2015,04-Jul-15,NOT AVAILABLE,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",6' shark,Unprovoked,spearfishing,F,18-24,N,lower limbs,lacerations
174,2015.07.03,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.03-Hoile.pdf,2015,03-Jul-15,morning,AUSTRALIA,New South Wales,Lennox Head,White shark,Unprovoked,surfing,M,45-54,N,no injury,bite
175,2015.07.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.02-Matt-Lee.pdf,2015,02-Jul-15,morning,AUSTRALIA,New South Wales,East Ballina,White shark,Unprovoked,body boarding,M,25-34,N,lower limbs,NOT AVAILABLE
176,2015.07.01,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.01-Costello.pdf,2015,01-Jul-15,late morning,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",6' to 7' shark,Unprovoked,swimming,M,65-74,N,lower limbs,NOT AVAILABLE
177,2015.06.30.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf,2015,30-Jun-15,NOT AVAILABLE,AUSTRALIA,New South Wales,"Flat Rock, Yamba",NOT AVAILABLE,Unprovoked,surfing,M,NOT AVAILABLE,N,upper limbs,bite
178,2015.06.30.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.a.pdf-Weakley.pdf,2015,30-Jun-15,evening,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",4' to 5' shark,Unprovoked,playing in the water,M,12-17,N,lower limbs,lacerations
179,2015.06.27.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.b-Rodanthe.pdf,2015,27-Jun-15,afternoon,USA,North Carolina,"Rodanthe, Dare County",Bull shark,Unprovoked,swimming,M,18-24,N,lower limbs,NOT AVAILABLE
180,2015.06.27.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27-Swanepoel.pdf,2015,27-Jun-15,afternoon,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,White shark,Unprovoked,body boarding,M,18-24,N,lower limbs,lacerations
181,2015.06.26.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.c-Jacksonville.pdf,2015,26-Jun-15,evening,USA,Florida,"Jacksonville Beach, Duval County",Shark involvement not confirmed,Invalid,swimming,F,NOT AVAILABLE,N,lower limbs,lacerations
182,2015.06.26.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.b-Reddering.pdf,2015,26-Jun-15,afternoon,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay","White shark, 2m to 3 m",Unprovoked,surfing,M,18-24,N,lower limbs,lacerations
183,2015.06.26.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.a-Donahue.pdf,2015,26-Jun-15,late morning,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",4' shark,Unprovoked,standing,M,35-44,N,lower limbs,NOT AVAILABLE
184,2015.06.25.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf,2015,Reported 25-Jun-2015,NOT AVAILABLE,AUSTRALIA,Western Australia,Rottnest Island,Wobbegong shark,Provoked,swimming,M,18-24,N,upper limbs,lacerations
185,2015.06.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25-Avon.pdf,2015,25-Jun-15,late morning,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",NOT AVAILABLE,Unprovoked,body surfing,M,45-54,N,NOT AVAILABLE,lacerations
186,2015.06.24.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.b-Noyes.pdf,2015,24-Jun-15,late morning,USA,North Carolina,Surf City,Sandtiger shark,Unprovoked,swimming,M,under 12,N,lower limbs,NOT AVAILABLE
187,2015.06.24.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf,2015,24-Jun-15,morning,AUSTRALIA,Western Australia,Denmark,White shark,Invalid,surfing,F,35-44,N,lower limbs,strike
188,2015.06.23,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.23-Davenport.pdf,2015,23-Jun-15,NOT AVAILABLE,USA,South Carolina,"St. Helena Island, Beaufort County",small shark,Unprovoked,standing,M,under 12,N,lower limbs,NOT AVAILABLE
189,2015.06.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.19-Rios.pdf,2015,19-Jun-15,morning,PUERTO RICO,NOT AVAILABLE,Off Cabo Rojo,NOT AVAILABLE,Unprovoked,spearfishing,M,35-44,N,upper limbs,NOT AVAILABLE
190,2015.06.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.17-Simpson.pdf,2015,17-Jun-15,afternoon,USA,Florida,Daytona Beach Shores,NOT AVAILABLE,Unprovoked,swimming,M,under 12,N,lower limbs,NOT AVAILABLE
191,2015.06.14.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.b-Treschel.pdf,2015,14-Jun-15,afternoon,USA,North Carolina,"Oak Island, Brunswick County",Bull shark,Unprovoked,wading,M,12-17,N,upper limbs,NOT AVAILABLE
192,2015.06.14.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.a-Yow.pdf,2015,14-Jun-15,afternoon,USA,North Carolina,"Oak Island, Brunswick County",Bull shark,Unprovoked,wading,F,12-17,N,lower limbs,NOT AVAILABLE
